0,9.523896324026282e-05
1,1.0550603747105924e-05
2,0.00026275562413502485
3,1.0552385447226698e-05
4,1.0552830644883215e-05
5,1.0552830644883215e-05
6,5.2909564146830235e-05
7,1.0552830644883215e-05
8,1.0552830644883215e-05
9,0.00037419945874717087
10,1.0552385447226698e-05
11,0.011464132461696863
12,1.0552385447226698e-05
13,1.0552830644883215e-05
14,0.0002636427088873461
15,1.0552385447226698e-05
16,1.0552830644883215e-05
17,0.07009708322584629
18,1.0552830644883215e-05
19,0.09645849093794823
20,0.001164602057542652
21,0.07320041581988335
22,1.0548822956479853e-05
23,0.0001372907754557673
24,1.0552385447226698e-05
25,0.049293043091893196
26,5.260761918179924e-05
27,1.0552830644883215e-05
28,1.0552830644883215e-05
29,1.0551939794822829e-05
30,1.0552830644883215e-05
31,0.06966212391853333
32,9.494741971138865e-05
33,1.0552830644883215e-05
34,1.0552385447226698e-05
35,0.00022162827372085303
36,1.0552830644883215e-05
37,0.0001795308962755371
38,9.496745769865811e-05
39,1.0549713351792889e-05
40,1.0548377758823335e-05
41,0.00979244476184249
42,1.0552830644883215e-05
43,1.0552830644883215e-05
